Fol_2018-05-06.16_57_52.2_18.txt     Output is S6 probe cell, C3 reduced cell, S6Dist NCDist D7Dist CS6Dist distance between
12     -0.33580 -51.10663  -0.20730 -18.50928 -50.18867 -12.61305     (-0.336,-18.509) (-51.107,-50.189) (-0.207,-12.613) 12.5102  18.942  22.9216  47.5158  
13     -0.84824 -51.10453  -0.20730 -18.51137 -49.67622 -12.49770     (-0.848,-18.511) (-51.105,-49.676) (-0.207,-12.498) 11.9968  18.4754  22.2595  47.2043  
14     -1.36068 -51.10244  -0.20730 -18.51346 -49.16378 -12.38235     (-1.361,-18.513) (-51.102,-49.164) (-0.207,-12.382) 11.5073  18.1652  21.6285  46.7884  
15     -1.87312 -51.10035  -0.20730 -18.51556 -48.65134 -12.26700     (-1.873,-18.516) (-51.100,-48.651) (-0.207,-12.267) 11.045  18.0195  21.0313  46.3804  
16     -2.38557 -51.09825  -0.20730 -18.51765 -48.13890 -12.15165     (-2.386,-18.518) (-51.098,-48.139) (-0.207,-12.152) 10.6132  18.0423  20.471  45.9805  
17     -2.89801 -51.09616  -0.20730 -18.51974 -47.62646 -12.03630     (-2.898,-18.520) (-51.096,-47.626) (-0.207,-12.036) 10.216  18.233  19.9507  45.5889  
18     -3.41045 -51.09406  -0.20730 -18.52184 -47.11401 -11.92095     (-3.410,-18.522) (-51.094,-47.114) (-0.207,-11.921) 9.85755  18.5863  19.4737  45.2058  
19     -3.92289 -51.09197  -0.20730 -18.52393 -46.60157 -11.80560     (-3.923,-18.524) (-51.092,-46.602) (-0.207,-11.806) 9.54212  19.0933  19.0433  44.8314  
20     -4.43533 -51.08988  -0.20730 -18.52603 -46.08913 -11.69025     (-4.435,-18.526) (-51.090,-46.089) (-0.207,-11.690) 9.27415  19.7421  18.6627  44.466  
21     -4.94778 -51.08778  -0.20730 -18.52812 -45.57669 -11.57490     (-4.948,-18.528) (-51.088,-45.577) (-0.207,-11.575) 9.05785  20.5193  18.3288  44.1098  
22     -5.46022 -51.08569  -0.20730 -18.53021 -45.06425 -11.45955     (-5.460,-18.530) (-51.086,-45.064) (-0.207,-11.460) 8.89699  21.4109  18.0479  43.763  
23     -5.97266 -51.08359  -0.20730 -18.53231 -44.55180 -11.34419     (-5.973,-18.532) (-51.084,-44.552) (-0.207,-11.344) 8.79461  22.4032  17.8253  43.4258  
24     -6.48510 -51.08150  -0.20730 -18.53440 -44.03936 -11.22884     (-6.485,-18.534) (-51.082,-44.039) (-0.207,-11.229) 8.75278  23.4835  17.662  43.0985  
25     -6.99755 -51.07941  -0.20730 -18.53650 -43.52692 -11.11349     (-6.998,-18.536) (-51.079,-43.527) (-0.207,-11.113) 8.77234  24.6402  17.5615  42.7813  
26     -7.50999 -51.07731  -0.20730 -18.53859 -43.01448 -10.99814     (-7.510,-18.539) (-51.077,-43.014) (-0.207,-10.998) 8.8529  25.8631  17.525  42.4744  
27     -8.02243 -51.07522  -0.20730 -18.54068 -42.50204 -10.88279     (-8.022,-18.541) (-51.075,-42.502) (-0.207,-10.883) 8.99282  26.8946  17.5528  42.178  
28     -8.53487 -51.07312  -0.20730 -18.54278 -41.98959 -10.76744     (-8.535,-18.543) (-51.073,-41.990) (-0.207,-10.767) 9.18938  27.4894  17.6446  41.8924  
29     -9.04731 -51.07103  -0.20730 -18.54487 -41.47715 -10.65209     (-9.047,-18.545) (-51.071,-41.477) (-0.207,-10.652) 9.43904  28.0644  17.7994  41.6177  
30     -9.55976 -51.06894  -0.20730 -18.54697 -40.96471 -10.53674     (-9.560,-18.547) (-51.069,-40.965) (-0.207,-10.537) 9.73774  28.6705  18.0154  41.3543  
31    -10.07220 -51.06684  -0.20730 -18.54906 -40.45227 -10.42139     (-10.072,-18.549) (-51.067,-40.452) (-0.207,-10.421) 10.0811  29.3059  18.2906  41.1023  
32    -10.58464 -51.06475  -0.20730 -18.55115 -39.93983 -10.30604     (-10.585,-18.551) (-51.065,-39.940) (-0.207,-10.306) 10.4647  29.9685  18.6221  40.8619  
33    -11.09708 -51.06266  -0.20730 -18.55325 -39.42738 -10.19069     (-11.097,-18.553) (-51.063,-39.427) (-0.207,-10.191) 10.8844  30.6566  19.0069  40.6333  
34    -11.60952 -51.06056  -0.20730 -18.55534 -38.91494 -10.07534     (-11.610,-18.555) (-51.061,-38.915) (-0.207,-10.075) 11.336  31.3685  19.4393  40.4167  
35    -12.12197 -51.05847  -0.20730 -18.55744 -38.40250  -9.95999     (-12.122,-18.557) (-51.058,-38.402) (-0.207,-9.960) 11.816  32.1025  19.9184  40.2124  
36    -12.63441 -51.05637  -0.20730 -18.55953 -37.89006  -9.84464     (-12.634,-18.560) (-51.056,-37.890) (-0.207,-9.845) 12.3211  32.8573  20.4411  40.0205  
37    -13.14685 -51.05428  -0.20730 -18.56162 -37.37761  -9.72929     (-13.147,-18.562) (-51.054,-37.378) (-0.207,-9.729) 12.8482  33.6314  20.9915  39.8412  
38    -13.65929 -51.05219  -0.20730 -18.56372 -36.86517  -9.61394     (-13.659,-18.564) (-51.052,-36.865) (-0.207,-9.614) 13.3948  34.4234  21.5773  39.6747  
39    -14.17173 -51.05009  -0.20730 -18.56581 -36.35273  -9.49858     (-14.172,-18.566) (-51.050,-36.353) (-0.207,-9.499) 13.9585  35.141  22.1925  39.5211  
40    -14.68418 -51.04800  -0.20730 -18.56791 -35.84029  -9.38323     (-14.684,-18.568) (-51.048,-35.840) (-0.207,-9.383) 14.5375  35.8423  22.8426  39.3806  
41    -15.19662 -51.04590  -0.20730 -18.57000 -35.32785  -9.26788     (-15.197,-18.570) (-51.046,-35.328) (-0.207,-9.268) 15.1299  36.5632  23.5246  39.2532  
42    -15.70906 -51.04381  -0.20730 -18.57209 -34.81540  -9.15253     (-15.709,-18.572) (-51.044,-34.815) (-0.207,-9.153) 15.7342  37.3027  24.2354  39.1393  
43    -16.22150 -51.04172  -0.20730 -18.57419 -34.30296  -9.03718     (-16.222,-18.574) (-51.042,-34.303) (-0.207,-9.037) 16.3492  38.0595  24.9722  39.0388  
44    -16.73394 -51.03962  -0.20730 -18.57628 -33.79052  -8.92183     (-16.734,-18.576) (-51.040,-33.791) (-0.207,-8.922) 16.9736  38.8328  25.7324  38.9518  
45    -17.24639 -51.03753  -0.20730 -18.57838 -33.27808  -8.80648     (-17.246,-18.578) (-51.038,-33.278) (-0.207,-8.806) 17.6064  39.6215  26.514  38.8786  
46    -17.75883 -51.03543  -0.20730 -18.58047 -32.76564  -8.69113     (-17.759,-18.580) (-51.035,-32.766) (-0.207,-8.691) 18.2468  40.4248  27.3147  38.819  
47    -18.27127 -51.03334  -0.20730 -18.58256 -32.25319  -8.57578     (-18.271,-18.583) (-51.033,-32.253) (-0.207,-8.576) 18.894  41.2417  28.133  38.1592  
48    -18.78371 -51.03125  -0.20730 -18.58466 -31.74075  -8.46043     (-18.784,-18.585) (-51.031,-31.741) (-0.207,-8.460) 19.5473  42.0716  28.9671  37.4254  
49    -19.29615 -51.02915  -0.20730 -18.58675 -31.22831  -8.34508     (-19.296,-18.587) (-51.029,-31.228) (-0.207,-8.345) 20.2061  42.9136  29.8157  36.6916  
50    -19.80860 -51.02706  -0.20730 -18.58884 -30.71587  -8.22973     (-19.809,-18.589) (-51.027,-30.716) (-0.207,-8.230) 20.87  43.767  30.6774  35.9577  
51    -20.32104 -51.02496  -0.20730 -18.59094 -30.20343  -8.11438     (-20.321,-18.591) (-51.025,-30.203) (-0.207,-8.114) 21.3526  44.6312  31.4764  35.2239  
52    -20.83348 -51.02287  -0.20730 -18.59303 -29.69098  -7.99903     (-20.833,-18.593) (-51.023,-29.691) (-0.207,-7.999) 21.713  45.5056  31.9202  34.4901  
53    -21.34592 -51.02078  -0.20730 -18.59513 -29.17854  -7.88368     (-21.346,-18.595) (-51.021,-29.179) (-0.207,-7.884) 22.0919  46.3896  32.3923  33.7562  
54    -21.85837 -51.01868  -0.20730 -18.59722 -28.66610  -7.76833     (-21.858,-18.597) (-51.019,-28.666) (-0.207,-7.768) 22.4883  47.2827  32.8913  33.0224  
55    -22.37081 -51.01659  -0.20730 -18.59931 -28.15366  -7.65297     (-22.371,-18.599) (-51.017,-28.154) (-0.207,-7.653) 22.9014  48.1843  33.4161  32.2886  
56    -22.88325 -51.01449  -0.20730 -18.60141 -27.64122  -7.53762     (-22.883,-18.601) (-51.014,-27.641) (-0.207,-7.538) 23.3303  49.0939  33.9654  31.5547  
57    -23.39569 -51.01240  -0.20730 -18.60350 -27.12877  -7.42227     (-23.396,-18.604) (-51.012,-27.129) (-0.207,-7.422) 23.7741  50.0113  34.5381  30.8209  
58    -23.90813 -51.01031  -0.20730 -18.60560 -26.61633  -7.30692     (-23.908,-18.606) (-51.010,-26.616) (-0.207,-7.307) 24.232  50.8875  35.1329  30.0871  
59    -24.42058 -51.00821  -0.20730 -18.60769 -26.10389  -7.19157     (-24.421,-18.608) (-51.008,-26.104) (-0.207,-7.192) 24.7032  51.6363  35.7487  29.3532  
60    -24.93302 -51.00612  -0.20730 -18.60978 -25.59145  -7.07622     (-24.933,-18.610) (-51.006,-25.591) (-0.207,-7.076) 25.187  52.3976  36.3845  28.6194  
61    -25.44546 -51.00403  -0.20730 -18.61188 -25.07901  -6.96087     (-25.445,-18.612) (-51.004,-25.079) (-0.207,-6.961) 25.6826  51.6674  37.026  27.8856  
62    -25.95790 -51.00193  -0.20730 -18.61397 -24.56656  -6.84552     (-25.958,-18.614) (-51.002,-24.567) (-0.207,-6.846) 25.5346  50.7352  36.2362  27.1518  
63    -26.47034 -50.99984  -0.20730 -18.61607 -24.05412  -6.73017     (-26.470,-18.616) (-51.000,-24.054) (-0.207,-6.730) 24.9996  49.8145  35.4602  26.4179  
64    -26.98279 -50.99774  -0.20730 -18.61816 -23.54168  -6.61482     (-26.983,-18.618) (-50.998,-23.542) (-0.207,-6.615) 24.4749  48.9059  34.699  25.6841  
65    -27.49523 -50.99565  -0.20730 -18.62025 -23.02924  -6.49947     (-27.495,-18.620) (-50.996,-23.029) (-0.207,-6.499) 23.9612  48.0102  33.9535  24.9503  
66    -28.00767 -50.99356  -0.20730 -18.62235 -22.51679  -6.38412     (-28.008,-18.622) (-50.994,-22.517) (-0.207,-6.384) 23.4593  47.128  33.225  24.2164  
67    -28.52011 -50.99146  -0.20730 -18.62444 -22.00435  -6.26877     (-28.520,-18.624) (-50.991,-22.004) (-0.207,-6.269) 22.9698  46.2602  32.5144  23.4826  
68    -29.03255 -50.98937  -0.20730 -18.62654 -21.49191  -6.15342     (-29.033,-18.627) (-50.989,-21.492) (-0.207,-6.153) 22.4936  45.4076  31.8231  22.7488  
69    -29.54500 -50.98727  -0.20730 -18.62863 -20.97947  -6.03807     (-29.545,-18.629) (-50.987,-20.979) (-0.207,-6.038) 22.0149  44.571  31.1524  22.0149  
70    -30.05744 -50.98518  -0.20730 -18.63072 -20.46703  -5.92271     (-30.057,-18.631) (-50.985,-20.467) (-0.207,-5.923) 21.2811  43.6417  30.4656  21.2811  
71    -30.56988 -50.98309  -0.20730 -18.63282 -19.95458  -5.80736     (-30.570,-18.633) (-50.983,-19.955) (-0.207,-5.807) 20.5473  42.6917  29.415  20.5473  
72    -31.08232 -50.98099  -0.20730 -18.63491 -19.44214  -5.69201     (-31.082,-18.635) (-50.981,-19.442) (-0.207,-5.692) 19.8134  41.6538  28.3645  19.8134  
73    -31.59476 -50.97890  -0.20730 -18.63701 -18.92970  -5.57666     (-31.595,-18.637) (-50.979,-18.930) (-0.207,-5.577) 19.0796  40.5654  27.314  19.0796  
74    -32.10721 -50.97680  -0.20730 -18.63910 -18.41726  -5.46131     (-32.107,-18.639) (-50.977,-18.417) (-0.207,-5.461) 18.3458  39.4836  26.2634  18.3458  
75    -32.61965 -50.97471  -0.20730 -18.64119 -17.90482  -5.34596     (-32.620,-18.641) (-50.975,-17.905) (-0.207,-5.346) 17.6119  38.4089  25.2129  17.6119  
76    -33.13209 -50.97262  -0.20730 -18.64329 -17.39237  -5.23061     (-33.132,-18.643) (-50.973,-17.392) (-0.207,-5.231) 16.8781  37.3418  24.1624  16.8781  
77    -33.64453 -50.97052  -0.20730 -18.64538 -16.87993  -5.11526     (-33.645,-18.645) (-50.971,-16.880) (-0.207,-5.115) 16.1443  36.2831  23.1118  16.1443  
78    -34.15697 -50.96843  -0.20730 -18.64747 -16.36749  -4.99991     (-34.157,-18.647) (-50.968,-16.367) (-0.207,-5.000) 15.4105  35.2335  22.0613  15.4105  
79    -34.66942 -50.96633  -0.20730 -18.64957 -15.85505  -4.88456     (-34.669,-18.650) (-50.966,-15.855) (-0.207,-4.885) 14.6766  34.1939  21.0107  14.6766  
80    -35.18186 -50.96424  -0.20730 -18.65166 -15.34261  -4.76921     (-35.182,-18.652) (-50.964,-15.343) (-0.207,-4.769) 13.9428  33.1651  19.9602  13.9428  
81    -35.69430 -50.96215  -0.20730 -18.65376 -14.83016  -4.65386     (-35.694,-18.654) (-50.962,-14.830) (-0.207,-4.654) 13.209  32.1483  18.9097  13.209  
82    -36.20674 -50.96005  -0.20730 -18.65585 -14.31772  -4.53851     (-36.207,-18.656) (-50.960,-14.318) (-0.207,-4.539) 12.4751  31.1446  17.8591  12.4751  
83    -36.71919 -50.95796  -0.20730 -18.65794 -13.80528  -4.42316     (-36.719,-18.658) (-50.958,-13.805) (-0.207,-4.423) 11.7413  29.9465  16.8086  11.7413  
84    -37.23163 -50.95586  -0.20730 -18.66004 -13.29284  -4.30781     (-37.232,-18.660) (-50.956,-13.293) (-0.207,-4.308) 11.0075  28.6593  15.7581  11.0075  
85    -37.74407 -50.95377  -0.20730 -18.66213 -12.78040  -4.19246     (-37.744,-18.662) (-50.954,-12.780) (-0.207,-4.192) 10.2736  27.3802  14.7075  10.2736  
86    -38.25651 -50.95168  -0.20730 -18.66423 -12.26795  -4.07710     (-38.257,-18.664) (-50.952,-12.268) (-0.207,-4.077) 9.53981  26.1111  13.657  9.53981  
87    -38.76895 -50.94958  -0.20730 -18.66632 -11.75551  -3.96175     (-38.769,-18.666) (-50.950,-11.756) (-0.207,-3.962) 8.80597  24.8541  12.6064  8.80597  
88    -39.28140 -50.94749  -0.20730 -18.66841 -11.24307  -3.84640     (-39.281,-18.668) (-50.947,-11.243) (-0.207,-3.846) 8.07214  23.245  11.5559  8.07214  
89    -39.79384 -50.94539  -0.20730 -18.67051 -10.73063  -3.73105     (-39.794,-18.671) (-50.945,-10.731) (-0.207,-3.731) 7.33831  21.1318  10.5054  7.33831  
90    -40.30628 -50.94330  -0.20730 -18.67260 -10.21819  -3.61570     (-40.306,-18.673) (-50.943,-10.218) (-0.207,-3.616) 6.60448  19.0186  9.45483  6.60448  
91    -40.81872 -50.94121  -0.20730 -18.67470  -9.70574  -3.50035     (-40.819,-18.675) (-50.941,-9.706) (-0.207,-3.500) 5.87065  16.9054  8.4043  5.87065  
92    -41.33116 -50.93911  -0.20730 -18.67679  -9.19330  -3.38500     (-41.331,-18.677) (-50.939,-9.193) (-0.207,-3.385) 5.13682  14.7923  7.35376  5.13682  
93    -41.84361 -50.93702  -0.20730 -18.67888  -8.68086  -3.26965     (-41.844,-18.679) (-50.937,-8.681) (-0.207,-3.270) 4.40299  12.6791  6.30322  4.40299  
94    -42.35605 -50.93493  -0.20730 -18.68098  -8.16842  -3.15430     (-42.356,-18.681) (-50.935,-8.168) (-0.207,-3.154) 3.66916  10.5659  5.25269  3.66916  
95    -42.86849 -50.93283  -0.20730 -18.68307  -7.65597  -3.03895     (-42.868,-18.683) (-50.933,-7.656) (-0.207,-3.039) 2.93532  8.45272  4.20215  2.93532  
96    -43.38093 -50.93074  -0.20730 -18.68517  -7.14353  -2.92360     (-43.381,-18.685) (-50.931,-7.144) (-0.207,-2.924) 2.20149  6.33954  3.15161  2.20149  
97    -43.89337 -50.92864  -0.20730 -18.68726  -6.63109  -2.80825     (-43.893,-18.687) (-50.929,-6.631) (-0.207,-2.808) 1.46766  4.22636  2.10107  1.46766  
98    -44.40582 -50.92655  -0.20730 -18.68935  -6.11865  -2.69290     (-44.406,-18.689) (-50.927,-6.119) (-0.207,-2.693) 0.733831  2.11318  1.05054  0.733831  
99    -44.91826 -50.92446  -0.20730 -18.69145  -5.60621  -2.57755     (-44.918,-18.691) (-50.924,-5.606) (-0.207,-2.578) 0  1.60856e-14  5.3948e-06  0  
