Fol_2018-05-06.16_56_09.2_15.txt     Output is S6 probe cell, C3 reduced cell, S6Dist NCDist D7Dist CS6Dist distance between
26     -2.89505 -50.31434  -3.03153 -10.89197 -45.83054 -14.52495     (-2.895,-10.892) (-50.314,-45.831) (-3.032,-14.525) 23.0126  38.604  56.8073  44.5393  
27     -3.52305 -49.95067  -3.14111 -10.78423 -45.23562 -14.47460     (-3.523,-10.784) (-49.951,-45.236) (-3.141,-14.475) 22.5695  38.936  56.0376  43.8598  
28     -4.15104 -49.58699  -3.25070 -10.67648 -44.64070 -14.42424     (-4.151,-10.676) (-49.587,-44.641) (-3.251,-14.424) 22.1584  39.3343  55.2967  43.1907  
29     -4.77903 -49.22332  -3.36029 -10.56873 -44.04578 -14.37389     (-4.779,-10.569) (-49.223,-44.046) (-3.360,-14.374) 21.7812  39.7967  54.5859  42.5324  
30     -5.40702 -48.85965  -3.46987 -10.46099 -43.45086 -14.32353     (-5.407,-10.461) (-48.860,-43.451) (-3.470,-14.324) 21.4397  40.3211  53.9064  41.8854  
31     -6.03502 -48.49597  -3.57946 -10.35324 -42.85594 -14.27318     (-6.035,-10.353) (-48.496,-42.856) (-3.579,-14.273) 21.1356  40.9051  53.2597  41.2502  
32     -6.66301 -48.13230  -3.68905 -10.24550 -42.26102 -14.22282     (-6.663,-10.245) (-48.132,-42.261) (-3.689,-14.223) 20.8706  41.5461  52.647  40.6274  
33     -7.29100 -47.76862  -3.79863 -10.13775 -41.66610 -14.17247     (-7.291,-10.138) (-47.769,-41.666) (-3.799,-14.172) 20.6461  42.2417  52.0697  40.0176  
34     -7.91899 -47.40495  -3.90822 -10.03001 -41.07118 -14.12212     (-7.919,-10.030) (-47.405,-41.071) (-3.908,-14.122) 20.4635  42.9891  51.5291  39.4213  
35     -8.54699 -47.04128  -4.01781  -9.92226 -40.47626 -14.07176     (-8.547,-9.922) (-47.041,-40.476) (-4.018,-14.072) 20.3239  43.7857  51.0266  38.8392  
36     -9.17498 -46.67760  -4.12739  -9.81452 -39.88134 -14.02141     (-9.175,-9.815) (-46.678,-39.881) (-4.127,-14.021) 20.2283  44.6289  50.5634  38.272  
37     -9.80297 -46.31393  -4.23698  -9.70677 -39.28643 -13.97105     (-9.803,-9.707) (-46.314,-39.286) (-4.237,-13.971) 19.9632  45.516  50.1406  37.7203  
38    -10.43097 -45.95025  -4.34656  -9.59903 -38.69151 -13.92070     (-10.431,-9.599) (-45.950,-38.692) (-4.347,-13.921) 19.7191  46.4446  49.7596  37.1848  
39    -11.05896 -45.58658  -4.45615  -9.49128 -38.09659 -13.87034     (-11.059,-9.491) (-45.587,-38.097) (-4.456,-13.870) 19.5185  47.4122  49.4212  36.6661  
40    -11.68695 -45.22291  -4.56574  -9.38354 -37.50167 -13.81999     (-11.687,-9.384) (-45.223,-37.502) (-4.566,-13.820) 19.1885  48.4164  49.1264  36.1652  
41    -12.31494 -44.85923  -4.67532  -9.27579 -36.90675 -13.76963     (-12.315,-9.276) (-44.859,-36.907) (-4.675,-13.770) 18.812  49.4552  48.8762  35.6826  
42    -12.94294 -44.49556  -4.78491  -9.16804 -36.31183 -13.71928     (-12.943,-9.168) (-44.496,-36.312) (-4.785,-13.719) 18.4769  50.5262  48.6711  35.2192  
43    -13.57093 -44.13188  -4.89450  -9.06030 -35.71691 -13.66892     (-13.571,-9.060) (-44.132,-35.717) (-4.894,-13.669) 18.1856  51.6275  48.5118  34.7756  
44    -14.19892 -43.76821  -5.00408  -8.95255 -35.12199 -13.61857     (-14.199,-8.953) (-43.768,-35.122) (-5.004,-13.619) 17.9401  52.5302  48.3986  34.3527  
45    -14.82691 -43.40454  -5.11367  -8.84481 -34.52707 -13.56822     (-14.827,-8.845) (-43.405,-34.527) (-5.114,-13.568) 17.7424  52.6206  48.1706  33.9513  
46    -15.45491 -43.04086  -5.22326  -8.73706 -33.93215 -13.51786     (-15.455,-8.737) (-43.041,-33.932) (-5.223,-13.518) 17.5941  52.5435  47.9513  33.5721  
47    -16.08290 -42.67719  -5.33284  -8.62932 -33.33723 -13.46751     (-16.083,-8.629) (-42.677,-33.337) (-5.333,-13.468) 17.4965  52.2281  47.7311  33.0549  
48    -16.71089 -42.31351  -5.44243  -8.52157 -32.74231 -13.41715     (-16.711,-8.522) (-42.314,-32.742) (-5.442,-13.417) 17.4503  51.6608  47.6483  32.394  
49    -17.33888 -41.94984  -5.55202  -8.41383 -32.14739 -13.36680     (-17.339,-8.414) (-41.950,-32.147) (-5.552,-13.367) 17.456  52.2036  47.704  31.7479  
50    -17.96688 -41.58617  -5.66160  -8.30608 -31.55247 -13.31644     (-17.967,-8.306) (-41.586,-31.552) (-5.662,-13.316) 17.5136  52.7615  47.897  31.1176  
51    -18.59487 -41.22249  -5.77119  -8.19834 -30.95755 -13.26609     (-18.595,-8.198) (-41.222,-30.958) (-5.771,-13.266) 17.6225  53.3345  48.2245  30.5039  
52    -19.22286 -40.85882  -5.88078  -8.09059 -30.36263 -13.21573     (-19.223,-8.091) (-40.859,-30.363) (-5.881,-13.216) 17.7818  53.6117  47.4  29.908  
53    -19.85086 -40.49514  -5.99036  -7.98284 -29.76771 -13.16538     (-19.851,-7.983) (-40.495,-29.768) (-5.990,-13.165) 17.9902  53.0374  46.4047  29.3309  
54    -20.47885 -40.13147  -6.09995  -7.87510 -29.17279 -13.11502     (-20.479,-7.875) (-40.131,-29.173) (-6.100,-13.115) 18.2459  51.7596  45.4406  28.7737  
55    -21.10684 -39.76779  -6.20954  -7.76735 -28.57787 -13.06467     (-21.107,-7.767) (-39.768,-28.578) (-6.210,-13.065) 18.5471  50.4863  44.5099  28.2377  
56    -21.73483 -39.40412  -6.31912  -7.65961 -27.98295 -13.01432     (-21.735,-7.660) (-39.404,-27.983) (-6.319,-13.014) 18.8915  49.3182  43.6152  27.724  
57    -22.36283 -39.04045  -6.42871  -7.55186 -27.38803 -12.96396     (-22.363,-7.552) (-39.040,-27.388) (-6.429,-12.964) 19.2768  49.9389  42.7591  27.2339  
58    -22.99082 -38.67677  -6.53830  -7.44412 -26.79311 -12.91361     (-22.991,-7.444) (-38.677,-26.793) (-6.538,-12.914) 19.7006  50.5644  41.9444  26.7688  
59    -23.61881 -38.31310  -6.64788  -7.33637 -26.19819 -12.86325     (-23.619,-7.336) (-38.313,-26.198) (-6.648,-12.863) 20.1606  49.708  41.1741  26.3299  
60    -24.24680 -37.94942  -6.75747  -7.22863 -25.60327 -12.81290     (-24.247,-7.229) (-37.949,-25.603) (-6.757,-12.813) 20.6542  48.6533  40.4513  25.9185  
61    -24.87480 -37.58575  -6.86706  -7.12088 -25.00836 -12.76254     (-24.875,-7.121) (-37.586,-25.008) (-6.867,-12.763) 21.1792  45.1053  39.779  25.536  
62    -25.50279 -37.22208  -6.97664  -7.01314 -24.41344 -12.71219     (-25.503,-7.013) (-37.222,-24.413) (-6.977,-12.712) 21.7332  45.4475  39.1605  25.1838  
63    -26.13078 -36.85840  -7.08623  -6.90539 -23.81852 -12.66183     (-26.131,-6.905) (-36.858,-23.819) (-7.086,-12.662) 22.3141  45.5705  38.599  24.863  
64    -26.75878 -36.49473  -7.19582  -6.79764 -23.22360 -12.61148     (-26.759,-6.798) (-36.495,-23.224) (-7.196,-12.611) 22.4321  44.5723  38.0977  24.575  
65    -27.38677 -36.13105  -7.30540  -6.68990 -22.62868 -12.56113     (-27.387,-6.690) (-36.131,-22.629) (-7.305,-12.561) 22.3217  43.5902  37.6596  24.3209  
66    -28.01476 -35.76738  -7.41499  -6.58215 -22.03376 -12.51077     (-28.015,-6.582) (-35.767,-22.034) (-7.415,-12.511) 22.2515  42.6247  37.2878  24.1017  
67    -28.64275 -35.40371  -7.52458  -6.47441 -21.43884 -12.46042     (-28.643,-6.474) (-35.404,-21.439) (-7.525,-12.460) 22.222  41.6769  36.9358  23.9185  
68    -29.27075 -35.04003  -7.63416  -6.36666 -20.84392 -12.41006     (-29.271,-6.367) (-35.040,-20.844) (-7.634,-12.410) 22.2332  40.7475  36.6463  23.772  
69    -29.89874 -34.67636  -7.74375  -6.25892 -20.24900 -12.35971     (-29.899,-6.259) (-34.676,-20.249) (-7.744,-12.360) 22.2852  39.8374  36.4334  23.663  
70    -30.52673 -34.31268  -7.85334  -6.15117 -19.65408 -12.30935     (-30.527,-6.151) (-34.313,-19.654) (-7.853,-12.309) 22.3776  38.9476  36.3007  23.5919  
71    -31.15472 -33.94901  -7.96292  -6.04343 -19.05916 -12.25900     (-31.155,-6.043) (-33.949,-19.059) (-7.963,-12.259) 22.5099  38.079  36.2516  23.5591  
72    -31.78272 -33.58534  -8.07251  -5.93568 -18.46424 -12.20864     (-31.783,-5.936) (-33.585,-18.464) (-8.073,-12.209) 22.6814  37.2326  36.2259  23.5648  
73    -32.41071 -33.22166  -8.18210  -5.82794 -17.86932 -12.15829     (-32.411,-5.828) (-33.222,-17.869) (-8.182,-12.158) 22.8914  36.4405  36.1813  23.609  
74    -33.03870 -32.85799  -8.29168  -5.72019 -17.27440 -12.10793     (-33.039,-5.720) (-32.858,-17.274) (-8.292,-12.108) 22.9427  35.7737  36.0862  23.6913  
75    -33.66670 -32.49431  -8.40127  -5.61245 -16.67948 -12.05758     (-33.667,-5.612) (-32.494,-16.679) (-8.401,-12.058) 22.1367  35.1576  34.7867  22.8532  
76    -34.29469 -32.13064  -8.51086  -5.50470 -16.08456 -12.00723     (-34.295,-5.505) (-32.131,-16.085) (-8.511,-12.007) 21.3427  34.3348  33.3372  21.901  
77    -34.92268 -31.76697  -8.62044  -5.39695 -15.48964 -11.95687     (-34.923,-5.397) (-31.767,-15.490) (-8.620,-11.957) 20.5622  32.842  31.8878  20.9488  
78    -35.55067 -31.40329  -8.73003  -5.28921 -14.89472 -11.90652     (-35.551,-5.289) (-31.403,-14.895) (-8.730,-11.907) 19.7967  31.3492  30.4383  19.9966  
79    -36.17867 -31.03962  -8.83961  -5.18146 -14.29980 -11.85616     (-36.179,-5.181) (-31.040,-14.300) (-8.840,-11.856) 19.0443  29.8563  28.9889  19.0443  
80    -36.80666 -30.67594  -8.94920  -5.07372 -13.70488 -11.80581     (-36.807,-5.074) (-30.676,-13.705) (-8.949,-11.806) 18.0921  28.3635  27.5394  18.0921  
81    -37.43465 -30.31227  -9.05879  -4.96597 -13.10996 -11.75545     (-37.435,-4.966) (-30.312,-13.110) (-9.059,-11.755) 17.1399  26.8707  26.09  17.1399  
82    -38.06264 -29.94860  -9.16837  -4.85823 -12.51504 -11.70510     (-38.063,-4.858) (-29.949,-12.515) (-9.168,-11.705) 16.1877  25.3779  24.6406  16.1877  
83    -38.69064 -29.58492  -9.27796  -4.75048 -11.92012 -11.65474     (-38.691,-4.750) (-29.585,-11.920) (-9.278,-11.655) 15.2355  23.8851  23.1911  15.2355  
84    -39.31863 -29.22125  -9.38755  -4.64274 -11.32520 -11.60439     (-39.319,-4.643) (-29.221,-11.325) (-9.388,-11.604) 14.2833  22.3923  21.7417  14.2833  
85    -39.94662 -28.85757  -9.49713  -4.53499 -10.73029 -11.55404     (-39.947,-4.535) (-28.858,-10.730) (-9.497,-11.554) 13.331  20.8994  20.2922  13.331  
86    -40.57462 -28.49390  -9.60672  -4.42725 -10.13537 -11.50368     (-40.575,-4.427) (-28.494,-10.135) (-9.607,-11.504) 12.3788  19.4066  18.8428  12.3788  
87    -41.20261 -28.13023  -9.71631  -4.31950  -9.54045 -11.45333     (-41.203,-4.320) (-28.130,-9.540) (-9.716,-11.453) 11.4266  17.9138  17.3933  11.4266  
88    -41.83060 -27.76655  -9.82589  -4.21175  -8.94553 -11.40297     (-41.831,-4.212) (-27.767,-8.946) (-9.826,-11.403) 10.4744  16.421  15.9439  10.4744  
89    -42.45859 -27.40288  -9.93548  -4.10401  -8.35061 -11.35262     (-42.459,-4.104) (-27.403,-8.351) (-9.935,-11.353) 9.52217  14.9282  14.4944  9.52217  
90    -43.08659 -27.03920 -10.04507  -3.99626  -7.75569 -11.30226     (-43.087,-3.996) (-27.039,-7.756) (-10.045,-11.302) 8.56995  13.4354  13.045  8.56995  
91    -43.71458 -26.67553 -10.15465  -3.88852  -7.16077 -11.25191     (-43.715,-3.889) (-26.676,-7.161) (-10.155,-11.252) 7.61773  11.9425  11.5956  7.61773  
92    -44.34257 -26.31186 -10.26424  -3.78077  -6.56585 -11.20155     (-44.343,-3.781) (-26.312,-6.566) (-10.264,-11.202) 6.66552  10.4497  10.1461  6.66552  
93    -44.97056 -25.94818 -10.37383  -3.67303  -5.97093 -11.15120     (-44.971,-3.673) (-25.948,-5.971) (-10.374,-11.151) 5.7133  8.9569  8.69667  5.7133  
94    -45.59856 -25.58451 -10.48341  -3.56528  -5.37601 -11.10084     (-45.599,-3.565) (-25.585,-5.376) (-10.483,-11.101) 4.76108  7.46409  7.24722  4.76108  
95    -46.22655 -25.22083 -10.59300  -3.45754  -4.78109 -11.05049     (-46.227,-3.458) (-25.221,-4.781) (-10.593,-11.050) 3.80887  5.97127  5.79778  3.80887  
96    -46.85454 -24.85716 -10.70259  -3.34979  -4.18617 -11.00014     (-46.855,-3.350) (-24.857,-4.186) (-10.703,-11.000) 2.85665  4.47845  4.34833  2.85665  
97    -47.48253 -24.49349 -10.81217  -3.24205  -3.59125 -10.94978     (-47.483,-3.242) (-24.493,-3.591) (-10.812,-10.950) 1.90443  2.98563  2.89889  1.90443  
98    -48.11053 -24.12981 -10.92176  -3.13430  -2.99633 -10.89943     (-48.111,-3.134) (-24.130,-2.996) (-10.922,-10.899) 0.952217  1.49282  1.44944  0.952217  
99    -48.73852 -23.76614 -11.03135  -3.02656  -2.40141 -10.84907     (-48.739,-3.027) (-23.766,-2.401) (-11.031,-10.849) 0  2.97241e-14  2.6974e-06  9.53674e-07  
